응답자ID,조사시작일자,성별구분코드,연령대구분명,답변자거주지역명,가구소득정도명,레저시간사용목적1순위값,레저시간사용목적2순위값,평일일평균레저시간값,주말일평균레저시간값,레저시간휴식오락사용비율,레저시간취미사용비율,레저시간본인계발사용비율,레저시간대인관계교제사용비율,레저시간기타사용비율,관심레저활동1순위값,관심레저활동2순위값,관심레저활동3순위값,관심레저활동4순위값,관심레저활동5순위값
53329400,20240424,F,30대,경상남도,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,2,5,100,0,0,0,0,국내 여행,없음,없음,없음,없음
53329650,20240424,F,40대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해,5,5,90,0,5,5,0,음악-라디오 감상,없음,없음,없음,없음
53329715,20240424,M,40대,광주광역시,300만원 미만,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,3,6,30,30,0,40,0,해외 프로스포츠 영상 시청,영상 컨텐츠 시청,없음,없음,없음
53329755,20240424,M,60대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,2,6,40,10,10,40,0,산책-걷기,독서,국내 프로스포츠 영상 시청,없음,없음
53329898,20240424,F,60대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,2,0,0,0,0,100,0,걷기-속보-조깅 직접 하기,없음,없음,없음,없음
53329914,20240424,F,40대,충청북도,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,1,1,50,30,0,20,0,헬스-보디빌딩 직접 하기,쇼핑,요가-필라테스 직접 하기,낮잠자기,없음
53330306,20240424,F,40대,경기도,300이상500만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해,1,3,50,30,10,10,0,국내 프로스포츠 영상 시청,영상 컨텐츠 시청,소풍-피크닉,맛집-카페 탐방,드라이브
53330325,20240424,F,40대,경상남도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,1,1,30,50,10,10,0,음악 직접 활동 및 수강하기,줄넘기-맨손체조-스트레칭 직접 하기,걷기-속보-조깅 직접 하기,만화책 보기,가족-친지 만남
53330417,20240424,M,50대,전라남도,700만원 이상,가족-지인 등과 시간을 보내기 위해,대인 관계-교제를 위해,4,10,30,20,20,30,0,가족-친지 만남,골프 영상 시청,골프 직접 하기,걷기-속보-조깅 직접 하기,쇼핑
53330446,20240424,F,40대,경기도,300만원 미만,스트레스 해소를 위해,자기 계발을 위해,3,4,70,0,30,0,0,해외 프로스포츠 영상 시청,영상 컨텐츠 시청,없음,없음,없음
53330555,20240424,F,30대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,2,6,80,0,10,10,0,영상 컨텐츠 시청,드라이브,산책-걷기,만화책 보기,SNS -인터넷 커뮤니티 활동
53330620,20240424,M,60대,부산광역시,500이상700만원 미만,대인 관계-교제를 위해,건강 관리를 위해,6,6,50,0,0,50,0,해외여행,자전거-싸이클-산악자전거 직접 타기,없음,없음,없음
53330719,20240424,M,40대,제주특별자치도,300만원 미만,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,2,4,65,10,10,15,0,낮잠자기,요리-베이킹,가족-친지 만남,친구-이성친구 만남,음주-유흥
53330862,20240424,M,30대,전라남도,300이상500만원 미만,남는 시간을 보내기 위해,가족-지인 등과 시간을 보내기 위해,4,10,70,10,0,20,0,라켓스포츠 직접 하기,없음,없음,없음,없음
53330919,20240424,M,30대,경기도,500이상700만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,3,2,20,30,0,50,0,낮잠자기,맛집-카페 탐방,구기스포츠 직접 하기,헬스-보디빌딩 직접 하기,친구-이성친구 만남
53330951,20240424,M,40대,경기도,500이상700만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,2,3,60,30,0,10,0,자전거-싸이클-산악자전거 직접 타기,영상 컨텐츠 시청,기타 자기계발-자기관리,국내 여행,게임
53331006,20240424,F,40대,경기도,700만원 이상,남는 시간을 보내기 위해,자기만족-즐거움을 위해,2,8,60,10,10,20,0,반려동물 돌보기,없음,없음,없음,없음
53331178,20240424,M,30대,전라북도,700만원 이상,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,2,6,100,0,0,0,0,국내 여행,없음,없음,없음,없음
53331291,20240424,M,60대,경기도,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해,4,6,0,70,15,15,0,골프 직접 하기,걷기-속보-조깅 직접 하기,온천-사우나-찜질방,친구-이성친구 만남,어학-기술-자격증 취득
53331374,20240424,F,20대,경기도,700만원 이상,스트레스 해소를 위해,자기만족-즐거움을 위해,3,8,60,20,10,10,0,영상 컨텐츠 시청,걷기-속보-조깅 직접 하기,산책-걷기,쇼핑,음악-라디오 감상
53331388,20240424,M,30대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,3,6,70,10,10,10,0,국내 프로스포츠 영상 시청,영상 컨텐츠 시청,가족-친지 만남,친구-이성친구 만남,신문-잡지보기
53331504,20240424,F,20대,충청남도,300만원 미만,스트레스 해소를 위해,건강 관리를 위해,1,2,30,20,10,40,0,종교활동,없음,없음,없음,없음
53331566,20240424,M,30대,부산광역시,700만원 이상,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,1,5,70,10,10,10,0,어학-기술-자격증 취득,없음,없음,없음,없음
53331744,20240424,F,50대,경기도,700만원 이상,마음의 안정-휴식을 위해,스트레스 해소를 위해,0,1,50,20,10,20,0,등산 직접 하기,산책-걷기,헬스-보디빌딩 직접 하기,자전거-싸이클-산악자전거 직접 타기,낮잠자기
53331795,20240424,M,20대,전라북도,무응답,자기만족-즐거움을 위해,대인 관계-교제를 위해,2,4,30,20,10,40,0,SNS -인터넷 커뮤니티 활동,친구-이성친구 만남,영상 컨텐츠 시청,연극-뮤지컬 관람,없음
53331884,20240424,F,20대,제주특별자치도,무응답,건강 관리를 위해,대인 관계-교제를 위해,5,10,10,40,10,40,0,요가-필라테스 직접 하기,친구-이성친구 만남,영상 컨텐츠 시청,SNS -인터넷 커뮤니티 활동,기타 자기계발-자기관리
53332091,20240424,M,30대,경기도,300만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,2,5,30,10,0,60,0,SNS -인터넷 커뮤니티 활동,줄넘기-맨손체조-스트레칭 직접 하기,없음,없음,없음
53332151,20240424,M,40대,서울특별시,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,1,3,35,15,0,50,0,종교활동,가족-친지 만남,국내 여행,영상 컨텐츠 시청,드라이브
53332594,20240424,F,60대,부산광역시,300만원 미만,마음의 안정-휴식을 위해,대인 관계-교제를 위해,8,3,80,0,0,20,0,사회봉사활동,종교활동,영화관 관람,기타 관광-여행,없음
53332771,20240424,M,40대,대전광역시,300이상500만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,6,8,70,20,10,0,0,캠핑-차박,헬스-보디빌딩 직접 하기,국내 여행,없음,없음
53332839,20240424,M,20대,전라남도,300만원 미만,건강 관리를 위해,가족-지인 등과 시간을 보내기 위해,3,12,20,20,20,40,0,가족-친지 만남,없음,없음,없음,없음
53332915,20240424,M,30대,서울특별시,500이상700만원 미만,자기만족-즐거움을 위해,없음,3,5,40,60,0,0,0,구기스포츠 직접 하기,없음,없음,없음,없음
53332996,20240424,F,40대,경기도,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,3,8,50,10,30,10,0,만화책 보기,낮잠자기,영상 컨텐츠 시청,수다-잡담하기,요리-베이킹
53333040,20240424,M,40대,인천광역시,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,1,3,0,0,0,100,0,드라이브,축제 참가,수다-잡담하기,맛집-카페 탐방,국내 여행
53333130,20240424,M,60대,광주광역시,300이상500만원 미만,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,2,4,40,20,0,40,0,국내 여행,가족-친지 만남,친구-이성친구 만남,골프 직접 하기,볼링_ 당구-포켓볼 직접 하기
53333382,20240424,M,60대,부산광역시,500이상700만원 미만,마음의 안정-휴식을 위해,자기 계발을 위해,3,0,40,20,20,10,10,신문-잡지보기,사회봉사활동,가족-친지 만남,독서,산책-걷기
53333675,20240424,M,40대,광주광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,4,10,20,70,0,10,0,사진 촬영,SNS -인터넷 커뮤니티 활동,영상 컨텐츠 제작,없음,없음
53333688,20240424,F,40대,경기도,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,3,5,0,50,0,50,0,국내 여행,걷기-속보-조깅 직접 하기,없음,없음,없음
53333898,20240424,F,50대,경상북도,500이상700만원 미만,마음의 안정-휴식을 위해,남는 시간을 보내기 위해,4,8,70,10,10,10,0,맛집-카페 탐방,산책-걷기,드라이브,가족-친지 만남,박물관 관람
53333921,20240424,F,40대,경기도,700만원 이상,자기만족-즐거움을 위해,없음,5,5,30,30,30,10,0,라켓스포츠 직접 하기,산책-걷기,없음,없음,없음
53334080,20240424,F,50대,서울특별시,300만원 미만,자기 계발을 위해,건강 관리를 위해,2,1,40,20,30,10,0,쇼핑,어학-기술-자격증 취득,영화관 관람,산책-걷기,영상 컨텐츠 시청
53334437,20240424,F,60대,경기도,300만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,7,7,100,0,0,0,0,온천-사우나-찜질방,쇼핑,영상 컨텐츠 시청,산책-걷기,음악-라디오 감상
53334522,20240424,F,20대,서울특별시,300만원 미만,남는 시간을 보내기 위해,자기만족-즐거움을 위해,7,8,40,25,0,35,0,게임,SNS -인터넷 커뮤니티 활동,수다-잡담하기,영상 컨텐츠 시청,없음
53334728,20240424,M,40대,경상남도,700만원 이상,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,5,0,30,70,0,0,0,쇼핑,국내 여행,등산 직접 하기,걷기-속보-조깅 직접 하기,산책-걷기
53334738,20240424,M,40대,경상북도,300이상500만원 미만,스트레스 해소를 위해,건강 관리를 위해,1,1,50,50,0,0,0,수영 직접 하기,영상 컨텐츠 시청,없음,없음,없음
53335032,20240424,M,60대,부산광역시,700만원 이상,마음의 안정-휴식을 위해,건강 관리를 위해,2,4,90,0,0,10,0,국내 프로스포츠 영상 시청,해외 프로스포츠 영상 시청,산책-걷기,기타 스포츠 영상-현장 관람,골프 영상 시청
53335306,20240424,M,50대,울산광역시,700만원 이상,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,8,30,30,20,20,0,음주-유흥,골프 직접 하기,계모임-동창회-사교모임,친구-이성친구 만남,음악-라디오 감상
53335310,20240424,M,60대,전라남도,500이상700만원 미만,건강 관리를 위해,스트레스 해소를 위해,2,4,60,0,0,40,0,걷기-속보-조깅 직접 하기,등산 직접 하기,볼링_ 당구-포켓볼 직접 하기,자전거-싸이클-산악자전거 직접 타기,해외 프로스포츠 영상 시청
53335459,20240424,M,60대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,3,5,20,50,20,10,0,걷기-속보-조깅 직접 하기,헬스-보디빌딩 직접 하기,국내 여행,온천-사우나-찜질방,없음
53335528,20240424,F,40대,강원도,300만원 미만,스트레스 해소를 위해,없음,2,3,50,0,50,0,0,독서,영상 컨텐츠 시청,낮잠자기,없음,없음
53335544,20240424,F,50대,부산광역시,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해,6,3,40,20,30,10,0,게임,줄넘기-맨손체조-스트레칭 직접 하기,쇼핑,맛집-카페 탐방,친구-이성친구 만남
53335642,20240424,F,40대,경기도,300만원 미만,대인 관계-교제를 위해,없음,3,7,20,30,10,40,0,국내 여행,없음,없음,없음,없음
53335669,20240424,F,50대,서울특별시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,1,5,40,50,10,0,0,산책-걷기,음악 직접 활동 및 수강하기,소풍-피크닉,없음,없음
53335945,20240424,F,50대,제주특별자치도,500이상700만원 미만,스트레스 해소를 위해,자기만족-즐거움을 위해,1,2,80,0,0,0,20,산책-걷기,쇼핑,음악-라디오 감상,드라이브,반려동물 돌보기
53335951,20240424,M,20대,서울특별시,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해,0,0,100,0,0,0,0,게임,없음,없음,없음,없음
53335985,20240424,M,20대,인천광역시,300이상500만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,2,10,20,0,0,80,0,친구-이성친구 만남,국내 프로스포츠 현장 관람,드라이브,쇼핑,가족-친지 만남
53336158,20240424,F,40대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,2,10,20,10,10,60,0,영화관 관람,해외여행,국내 여행,헬스-보디빌딩 직접 하기,쇼핑
53336280,20240424,F,50대,경상북도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,자기만족-즐거움을 위해,6,8,20,20,20,40,0,드라이브,음주-유흥,가족-친지 만남,계모임-동창회-사교모임,없음
53336344,20240424,M,40대,강원도,300만원 미만,자기만족-즐거움을 위해,자기 계발을 위해,2,3,20,30,30,20,0,해외 프로스포츠 영상 시청,국내 프로스포츠 영상 시청,음악-라디오 감상,산책-걷기,요리-베이킹
53336566,20240424,F,40대,서울특별시,300이상500만원 미만,마음의 안정-휴식을 위해,스트레스 해소를 위해,4,12,80,0,0,20,0,음주-유흥,게임,계모임-동창회-사교모임,영화관 관람,SNS -인터넷 커뮤니티 활동
53336774,20240424,F,20대,서울특별시,300만원 미만,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,8,8,20,10,0,70,0,영상 컨텐츠 시청,영화관 관람,맛집-카페 탐방,독서,없음
53336847,20240424,F,30대,제주특별자치도,무응답,마음의 안정-휴식을 위해,자기만족-즐거움을 위해,5,9,50,5,5,40,0,친구-이성친구 만남,사진 촬영,산책-걷기,음악-라디오 감상,영상 컨텐츠 시청
53337032,20240424,M,30대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,1,3,50,20,10,20,0,어학-기술-자격증 취득,국내 여행,없음,없음,없음
53337062,20240424,F,50대,경기도,300만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,2,3,30,30,30,10,0,영화관 관람,국내 여행,없음,없음,없음
53337505,20240424,M,50대,세종특별자치시,700만원 이상,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,3,4,50,40,10,0,0,걷기-속보-조깅 직접 하기,만화책 보기,국내 여행,맛집-카페 탐방,해외여행
53337519,20240424,F,30대,경기도,300이상500만원 미만,자기 계발을 위해,대인 관계-교제를 위해,2,5,0,0,80,20,0,미용,없음,없음,없음,없음
53337641,20240424,F,60대,대구광역시,700만원 이상,자기 계발을 위해,가족-지인 등과 시간을 보내기 위해,4,4,50,50,0,0,0,영상 컨텐츠 시청,가족-친지 만남,산책-걷기,골프 직접 하기,해외여행
53337658,20240424,M,50대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,2,6,80,5,5,10,0,영화관 관람,없음,없음,없음,없음
53337716,20240424,F,50대,충청북도,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,2,4,0,80,0,20,0,국내 여행,없음,없음,없음,없음
53337790,20240424,F,20대,대구광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,3,10,50,0,10,40,0,맛집-카페 탐방,산책-걷기,음악-라디오 감상,낮잠자기,SNS -인터넷 커뮤니티 활동
53337932,20240424,F,60대,부산광역시,무응답,건강 관리를 위해,마음의 안정-휴식을 위해,5,5,30,10,60,0,0,국내 프로스포츠 영상 시청,산책-걷기,신문-잡지보기,쇼핑,독서
53337937,20240424,M,60대,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,1,5,20,30,10,40,0,걷기-속보-조깅 직접 하기,등산 직접 하기,가족-친지 만남,산책-걷기,연극-뮤지컬 관람
53338052,20240424,M,20대,인천광역시,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,1,1,10,10,20,60,0,격투 스포츠 영상 시청,없음,없음,없음,없음
53338171,20240424,M,50대,강원도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,4,5,60,40,0,0,0,헬스-보디빌딩 직접 하기,없음,없음,없음,없음
53338418,20240424,M,40대,부산광역시,300이상500만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,1,3,5,5,30,60,0,독서,가족-친지 만남,종교활동,영상 컨텐츠 시청,산책-걷기
53338428,20240424,F,20대,경상남도,무응답,스트레스 해소를 위해,자기 계발을 위해,14,10,10,10,75,5,0,기타 자기계발-자기관리,어학-기술-자격증 취득,산책-걷기,없음,없음
53338593,20240424,M,60대,전라남도,300만원 미만,건강 관리를 위해,스트레스 해소를 위해,5,2,10,20,10,60,0,독서,친구-이성친구 만남,계모임-동창회-사교모임,없음,없음
53338670,20240424,M,40대,경기도,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,2,4,15,50,15,20,0,걷기-속보-조깅 직접 하기,영상 컨텐츠 시청,없음,없음,없음
53338835,20240424,F,40대,광주광역시,300이상500만원 미만,스트레스 해소를 위해,마음의 안정-휴식을 위해,1,4,20,0,50,30,0,산책-걷기,종교활동,해외여행,없음,없음
53338871,20240424,M,40대,부산광역시,700만원 이상,대인 관계-교제를 위해,가족-지인 등과 시간을 보내기 위해,1,5,30,20,20,30,0,걷기-속보-조깅 직접 하기,온천-사우나-찜질방,수영 직접 하기,드라이브,자전거-싸이클-산악자전거 직접 타기
53338919,20240424,M,30대,서울특별시,300이상500만원 미만,자기만족-즐거움을 위해,가족-지인 등과 시간을 보내기 위해,1,5,80,20,0,0,0,해외여행,없음,없음,없음,없음
53339013,20240424,F,50대,충청남도,300만원 미만,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,4,3,70,0,10,20,0,온천-사우나-찜질방,영화관 관람,없음,없음,없음
53339171,20240424,F,20대,경상남도,무응답,남는 시간을 보내기 위해,가족-지인 등과 시간을 보내기 위해,3,5,90,0,0,10,0,영상 컨텐츠 시청,만화책 보기,친구-이성친구 만남,계모임-동창회-사교모임,없음
53339244,20240424,F,40대,경상남도,300이상500만원 미만,마음의 안정-휴식을 위해,건강 관리를 위해,2,4,50,20,30,0,0,드라이브,쇼핑,맛집-카페 탐방,없음,없음
53339362,20240424,F,20대,인천광역시,무응답,스트레스 해소를 위해,마음의 안정-휴식을 위해,2,8,40,10,10,40,0,걷기-속보-조깅 직접 하기,수다-잡담하기,SNS -인터넷 커뮤니티 활동,없음,없음
53339391,20240424,F,20대,충청남도,700만원 이상,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,4,12,60,0,0,40,0,산책-걷기,드라이브,음주-유흥,낮잠자기,영상 컨텐츠 시청
53339550,20240424,F,50대,서울특별시,500이상700만원 미만,스트레스 해소를 위해,가족-지인 등과 시간을 보내기 위해,1,5,30,10,10,50,0,해외여행,수영 직접 하기,산책-걷기,없음,없음
53339890,20240424,M,40대,대구광역시,300만원 미만,자기만족-즐거움을 위해,마음의 안정-휴식을 위해,4,4,100,0,0,0,0,게임,드라이브,산책-걷기,낮잠자기,영상 컨텐츠 시청
53339988,20240424,M,60대,경상북도,300만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,5,5,60,0,0,40,0,걷기-속보-조깅 직접 하기,종교활동,국내 여행,없음,없음
53340012,20240424,M,50대,전라북도,300이상500만원 미만,건강 관리를 위해,마음의 안정-휴식을 위해,2,1,30,50,20,0,0,산책-걷기,없음,없음,없음,없음
53340215,20240424,M,50대,대전광역시,500이상700만원 미만,가족-지인 등과 시간을 보내기 위해,스트레스 해소를 위해,2,4,30,30,0,40,0,가족-친지 만남,국내 프로스포츠 현장 관람,온천-사우나-찜질방,볼링_ 당구-포켓볼 직접 하기,친구-이성친구 만남
53340282,20240424,M,30대,경상남도,300이상500만원 미만,건강 관리를 위해,자기만족-즐거움을 위해,4,6,50,20,10,20,0,라켓스포츠 직접 하기,낮잠자기,SNS -인터넷 커뮤니티 활동,친구-이성친구 만남,가족-친지 만남
53340350,20240424,M,50대,대구광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,건강 관리를 위해,2,6,20,50,0,30,0,등산 직접 하기,걷기-속보-조깅 직접 하기,국내 여행,친구-이성친구 만남,계모임-동창회-사교모임
53340522,20240424,F,30대,경기도,500이상700만원 미만,마음의 안정-휴식을 위해,가족-지인 등과 시간을 보내기 위해,1,5,70,5,5,20,0,영상 컨텐츠 시청,게임,친구-이성친구 만남,쇼핑,가족-친지 만남
53340732,20240424,F,30대,경상북도,300이상500만원 미만,스트레스 해소를 위해,없음,6,2,70,0,0,30,0,쇼핑,영상 컨텐츠 시청,없음,없음,없음
53340779,20240424,F,40대,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,없음,3,12,70,10,0,20,0,국내 여행,맛집-카페 탐방,없음,없음,없음
53340798,20240424,M,30대,부산광역시,무응답,자기 계발을 위해,건강 관리를 위해,1,1,25,25,25,25,0,전통예술 직접 활동 및 수강하기,없음,없음,없음,없음
53340859,20240424,F,40대,서울특별시,500이상700만원 미만,건강 관리를 위해,대인 관계-교제를 위해,8,3,0,0,50,50,0,요가-필라테스 직접 하기,국내 여행,가족-친지 만남,친구-이성친구 만남,반려동물 돌보기
53341072,20240424,M,30대,경상남도,무응답,가족-지인 등과 시간을 보내기 위해,마음의 안정-휴식을 위해,5,8,50,0,0,50,0,게임,영상 컨텐츠 시청,가족-친지 만남,드라이브,해외 프로스포츠 영상 시청
53341098,20240424,M,20대,대전광역시,700만원 이상,남는 시간을 보내기 위해,스트레스 해소를 위해,1,2,60,20,0,20,0,헬스-보디빌딩 직접 하기,게임,해외 프로스포츠 영상 시청,구기스포츠 직접 하기,낮잠자기
53341109,20240424,F,50대,충청남도,300이상500만원 미만,자기만족-즐거움을 위해,대인 관계-교제를 위해,1,4,10,10,40,40,0,독서,영화관 관람,친구-이성친구 만남,수다-잡담하기,가족-친지 만남
53341215,20240424,F,60대,경기도,700만원 이상,건강 관리를 위해,자기만족-즐거움을 위해,3,9,0,80,0,20,0,등산 직접 하기,기타 관광-여행,국내 여행,수영 직접 하기,계모임-동창회-사교모임
53341405,20240424,M,50대,서울특별시,700만원 이상,건강 관리를 위해,남는 시간을 보내기 위해,2,2,30,50,10,10,0,산책-걷기,맛집-카페 탐방,국내 프로스포츠 영상 시청,없음,없음
53341439,20240424,M,30대,세종특별자치시,무응답,스트레스 해소를 위해,자기 계발을 위해,4,9,60,0,30,10,0,게임,미술관-전시관 관람,국내 프로스포츠 영상 시청,없음,없음
53341467,20240424,F,20대,서울특별시,300만원 미만,자기만족-즐거움을 위해,스트레스 해소를 위해,3,10,50,20,0,30,0,만화책 보기,SNS -인터넷 커뮤니티 활동,없음,없음,없음
